	Haltung	Begründung	true	model	run
71	konservativ	Der Artikel spricht sich gegen eine eigenständige Vermögensverwaltung der Frau aus, betont ihre vermeintlich geringere Kompetenz und unterstellt, dass so nur Streit in die Familie getragen würde. Dadurch verteidigt er traditionelle Rollenbilder und lehnt Forderungen nach mehr Frauenrechten beim Eigentum klar ab.	konservativ	openai/o1	1
72	neutral	Der Artikel behandelt zwar das Auftreten einer Frau als Lehrerin, äußert sich aber nicht eindeutig zu Frauenrechten oder traditionellen Rollenbildern. Die Frage der Gleichberechtigung wird weder befürwortet noch abgelehnt.	neutral	openai/o1	1
73	progressiv	Der Text ermutigt Frauen ausdrücklich zur Erwerbsarbeit in einer Fabrik und stellt ihnen berufliche Aufstiegsmöglichkeiten in Aussicht. Damit können sie eigenes Einkommen erzielen und sogar eine ganze Familie ernähren, was für die damalige Zeit eine fortschrittliche Sichtweise darstellt.	progressiv	openai/o1	1
74	konservativ	Der Artikel idealisiert ein traditionelles Geschlechterbild, das Frauen vor allem als zarte, gefühlvolle und ästhetisch anspruchsvolle Rezipientinnen und Produzentinnen einer 'weiblichen' Literatur sieht. Er betont die Abgeschiedenheit der Frauen vom öffentlichen Leben und kritisiert subtil deren Einfluss als eine Art Verweichlichung der Literatur, ohne Forderungen nach gesellschaftlicher Emanzipation, politischer Teilhabe oder Erwerbstätigkeit der Frau zu erheben.	konservativ	openai/gpt-4.1-mini	1
75	konservativ	Der Artikel beschreibt Frauenrollen in der Kaserne vorwiegend in traditionellen, häuslichen und gesellschaftlichen Kontexten, idealisiert die Rolle der Frau als Ehefrau und Haushaltsführerin und geht nicht auf Forderungen nach Frauenrechten, Bildung oder Erwerbsarbeit ein. Die Darstellung bleibt auf einem konservativen Familien- und Geschlechterbild, ohne progressive Elemente zu erkennen.	neutral	openai/gpt-4.1-mini	1
76	konservativ	Der Artikel lehnt aktiv die emanzipatorischen Ziele der Frauenbewegung ab, insbesondere die Erwerbstätigkeit von Frauen und das Frauenwahlrecht, und fordert stattdessen, dass Frauen primär ihrer Rolle als Mütter und Hausfrauen nachkommen sollen. Die traditionelle Familienordnung wird idealisiert und die Frauenbewegung wird als gefährlich für das Volkstum und die Rasse dargestellt, was eine deutlich konservative Haltung zum Thema Gender im Sinne des frühen 20. Jahrhunderts widerspiegelt.	anderes Thema	openai/gpt-4.1-mini	1
77	progressiv	Der Artikel befürwortet ausdrücklich die Einbeziehung von Frauen in die öffentliche Armenpflege als gleichberechtigte und aktive Helferinnen, hebt ihre Leistungsfähigkeit hervor und beschreibt Ausbildungsangebote für Frauen in diesem Bereich. Damit wird Frauen Erwerbsarbeit zugestanden und ihre gesellschaftliche Rolle über das rein Private hinaus erweitert, was eine progressive Haltung im historischen Kontext bedeutet.	progressiv	openai/gpt-4.1-mini	1
78	progressiv	Der Text schildert die Frauenbewegung des 19. Jahrhunderts als eine dynamische und notwendige soziale Bewegung, die die Bildung von Frauen, deren Zugang zu Berufen und die Verbesserung der Arbeitsbedingungen aktiv vorantreibt. Er befürwortet Frauenwahlrecht, bessere Mädchenbildung, die Berufstätigkeit von Frauen und deren Organisation in Berufs- und Frauenvereinen, womit eine progressive Haltung zum Thema Gender deutlich zum Ausdruck kommt.	progressiv	openai/gpt-4.1-mini	1
79	progressiv	Der Artikel verweist positiv auf ein Beispiel aus dem Baskenland, wo Frauen formell gleichberechtigt sind, Erbrecht und gesellschaftliche Stellung besitzen, und verweist sogar auf historische Frauenwahlrechte. Diese Darstellung hebt Frauenrechte hervor und gilt als Befürwortung ihrer gesellschaftlichen Gleichstellung, was für die damalige Zeit als progressiv gilt.	konservativ	openai/gpt-4.1-mini	1
80	progressiv	Der Artikel thematisiert die Lage erwerbstätiger Frauen kritisch und erkennt die Ungerechtigkeiten bei der Behandlung weiblicher Arbeiter an. Es wird der Ausbau des Arbeitsschutzes und die gewerkschaftliche Organisation von Frauen ausdrücklich gefordert, was für die damalige Zeit eine progressive Position darstellt.	falsch	openai/gpt-4.1-mini	1
81	konservativ	Der Artikel idealisiert ein traditionelles Familienbild, in dem Frauen als treue Gehilfinnen und Haushaltungsvorstände dargestellt werden, deren Hauptaufgabe in der Unterstützung des Mannes und der Kinder liegt. Zwar wird Frauenarbeit und gesellschaftliches Engagement anerkannt, jedoch stets im Rahmen geschlechtsspezifischer Rollen, ohne Forderungen nach politischen Rechten, Bildungserweiterungen oder unabhängiger Erwerbstätigkeit.	konservativ	openai/gpt-4.1-mini	1
82	progressiv	Der Artikel beschreibt die Gründung und Aktivitäten eines Frauenbundes, der Frauen politisch bildet, ihnen den Zutritt zu politischen Versammlungen ermöglicht und staatliche Bildungskurse anbietet. Dies zeigt eine positive Sicht auf die politische Mündigkeit von Frauen und ihre aktive Beteiligung am öffentlichen und wirtschaftlichen Leben, was für die damalige Zeit als progressiv gilt.	progressiv	openai/gpt-4.1-mini	1
83	konservativ	Der Artikel erkennt zwar das Berufstätigkeit von Frauen grundsätzlich möglich ist, betont jedoch stark die unterschiedliche Natur von Männern und Frauen und idealisiert das traditionelle Rollenbild der Frau als Ehefrau, Mutter und Hausfrau als 'natürlichen Beruf'. Erwerbstätigkeiten von Frauen werden nur als Ersatz oder Nebenbeschäftigung neben dem Mutterberuf akzeptiert, was eine konservative Haltung widerspiegelt.	ambivalent	openai/gpt-4.1-mini	1
84	progressiv	Der Artikel berichtet über die erfolgreiche Vorbereitung und den Erwerb des Abiturientenexamens durch zahlreiche Frauen, was ihre Bildungschancen und akademische Teilhabe betont. Zudem wird die Ausbildung von Frauen als Haushaltungslehrerinnen kritisch hinterfragt, insbesondere hinsichtlich schlechter Arbeitsbedingungen und niedriger Bezahlung, was auf eine Unterstützung besserer Arbeits- und Lebensbedingungen für Frauen hindeutet.	progressiv	openai/gpt-4.1-mini	1
85	konservativ	Der Artikel erkennt zwar an, dass Frauen sich in Wissenschaft und Erwerbsarbeit selbstständig machen können und fördert diese Bemühungen, lehnt jedoch entschieden die politische Beteiligung von Frauen ab und idealisiert ein traditionelles Rollenbild von Weiblichkeit und Häuslichkeit. Frauen, die wählen wollen oder politisch aktiv sind, werden als unweiblich und gesellschaftlich unangemessen dargestellt.	konservativ	openai/gpt-4.1-mini	1
86	progressiv	Der Artikel hebt hervor, dass Frauen in den Heinersdorffschen Werkstätten erfolgreich als Glasmalerinnen ausgebildet werden und sich auf diesem neuen Berufsfeld bewähren. Er beschreibt die Möglichkeit für Frauen, eine anspruchsvolle künstlerische Tätigkeit zu erlernen und ein eigenständiges Einkommen zu erzielen, was für die damalige Zeit eine fortschrittliche Anerkennung der Erwerbsarbeit von Frauen darstellt.	progressiv	openai/gpt-4.1-mini	1
87	konservativ	Der Artikel lehnt die Gleichheit der Geschlechter in intellektueller Hinsicht ab und betont natürliche, biologische Unterschiede zwischen Männern und Frauen. Er idealisiert ein traditionelles Frauenbild, das auf Mutterschaft und Kindererziehung basiert, und weist Forderungen nach gleichberechtigter Bildung und Erwerbsarbeit von Frauen zurück.	konservativ	openai/gpt-4.1-mini	1
88	progressiv	Der Artikel empfiehlt und wertschätzt einen Beruf für gebildete junge Frauen (Irrenpflegerinnen) und hebt die Möglichkeit hervor, dass Frauen in verschiedenen Bereichen der diakonischen Arbeit tätig sein können. Dies unterstützt Frauenbildung und Erwerbsarbeit, was für die Zeit eine progressive Haltung zu Genderfragen darstellt.	progressiv	openai/gpt-4.1-mini	1
89	progressiv	Der Artikel beschreibt explizit die Einführung von Frauen in neue, zuvor männlich dominierte berufliche Tätigkeiten, wie die Hilfspräparation von Insekten. Er stellt Frauen als fähig dar, anspruchsvolle Arbeit zu erlernen und auszuüben, und betont die Perspektiven auf eigenständige Erwerbstätigkeit außerhalb traditioneller Rollen. Die Darstellung der gesundheitlichen Risiken und der erforderlichen Fähigkeiten wirkt realistisch und anerkennend und idealisiert kein ausschließlich traditionelles Frauenbild.	progressiv	openai/gpt-4.1-mini	1
90	progressiv	Der Artikel würdigt und fördert das akademische Studium von Frauen zu Beginn des 20. Jahrhunderts, betont deren Wunsch nach beruflichem Engagement, insbesondere in sozialen und missionarischen Tätigkeiten, und beschreibt die Bildung von Frauenvereinigungen, die Frauen bei Studium und späterer Mitarbeit unterstützen. Damit setzt sich der Text explizit für mehr Frauenbildung und Teilhabe am Berufs- und Gesellschaftsleben ein – zentrale progressive Forderungen jener Zeit.	progressiv	openai/gpt-4.1-mini	1
91	konservativ	Der Artikel kritisiert die vorherrschende Vergnügungssucht und das vermeintliche Müßiggehen junger Frauen und fordert eine Rückbesinnung auf häusliche Arbeit und Pflichterfüllung. Die Bedeutung der Arbeit im Haushalt wird als zentrale Erziehungsaufgabe für Frauen hervorgehoben, während berufliche oder gesellschaftliche Emanzipation oder neue Rollenbilder für Frauen kaum thematisiert werden. Dadurch wird ein traditionelles Familien- und Geschlechterbild vertreten.	konservativ	openai/gpt-4.1-mini	1
92	konservativ	Der Artikel stellt die Erwerbstätigkeit von Frauen im Beruf des Klavierstimmers grundsätzlich infrage und führt körperliche und nervliche Anforderungen als Gründe an, warum dieser Beruf für Frauen nicht geeignet sei. Dadurch wird ein traditionelles Geschlechterbild betont, das Frauen von bestimmten Berufen ausschließt.	konservativ	openai/gpt-4.1-mini	1
93	progressiv	Der Artikel setzt sich für die Bildung von Frauen, insbesondere der Landfrauen, ein und betont die Wichtigkeit der Organisation und Vertretung weiblicher Interessen auch im ländlichen Raum. Zudem wird die Verbesserung der Ausbildung von Bäuerinnen eingefordert und die Beteiligung an sozialen und wohlfahrtlichen Aktivitäten als wichtig dargestellt, was eine progressive Haltung gegenüber Frauenrechten und Erwerbstätigkeit ausdrückt.	progressiv	openai/gpt-4.1-mini	1
94	konservativ	Der Artikel lehnt Frauenbildung auf wissenschaftlichem Niveau und die Gleichstellung der Geschlechter im Beruf deutlich ab und idealisiert stattdessen ein traditionelles Familienbild mit der Frau vor allem als Ehefrau und Mutter. Frauenarbeit außerhalb dieses Rahmens wird als unpassend angesehen, und das Ziel der Erziehung wird vor allem in der Vorbereitung auf häusliche Pflichten und die Erfüllung der „natürlichen“ Rolle der Frau gesehen.	konservativ	openai/gpt-4.1-mini	1
95	konservativ	Der Artikel idealisiert ein traditionelles Familienbild, in dem Männer als Hauptversorger und Haushaltsleiter gesehen werden, während Frauen vor allem als zukünftige Hausfrauen und Verwalterinnen der Aussteuer dargestellt werden. Die Selbständigkeit der Frau wird nur im Rahmen der Verwaltung des Ausstattungsvermögens und der Vorbereitung auf das Eheleben anerkannt, nicht jedoch eine gleichberechtigte Erwerbsarbeit oder politische Rechte.	progressiv	openai/gpt-4.1-mini	1
96	konservativ	Der Artikel lehnt die Forderung nach selbständiger Vermögensverwaltung der Frau in der Ehe ab und betont die traditionelle Rollenverteilung, in der der Mann die Verantwortung und Verfügungsgewalt über das Vermögen trägt. Er kritisiert die Frauenemanzipation als unrealistisch und betont stattdessen die Notwendigkeit der Erziehung der Frau zu einer moralischen und geistigen Reife, ohne gesetzliche Veränderungen vorzuschlagen. Die Ansicht, dass Streitigkeiten und rechtliche Selbständigkeit der Frau dem ehelichen Frieden schaden würden, unterstreicht die konservative Haltung.	konservativ	openai/gpt-4.1-mini	1
97	anderes Thema	Der Text beschäftigt sich ausschließlich mit Kleidungsfragen einer jungen Lehrerin und dem Einfluss der Kleidung auf Kinderstimmung, behandelt jedoch keine Themen wie Frauenrechte, Bildung von Frauen, Erwerbsarbeit ausüben im geschlechterpolitischen Sinn oder das Frauenwahlrecht.	neutral	openai/gpt-4.1-mini	1
98	progressiv	Der Artikel empfiehlt Frauen und jungen Mädchen ausdrücklich, in der Wollwarenbranche Erwerbsarbeit zu suchen, betont Möglichkeiten der eigenen wirtschaftlichen Unabhängigkeit und Karrierechancen bis hin zu verantwortungsvollen Positionen. Zudem wird die Arbeit als sauber und geeignet auch für ältere Frauen dargestellt, was eine positive Sicht auf Frauenarbeit widerspiegelt und traditionelle Rollenbilder aufweicht.	progressiv	openai/gpt-4.1-mini	1
99	neutral	Der Artikel analysiert die Rolle von Frauen in der Literatur ambivalent. Er beschreibt detailliert den weiblichen Einfluss auf die Literatur, ohne eindeutig progressive oder konservative Positionen zu beziehen. Der Text zeigt sowohl wertschätzende als auch kritische Aspekte der weiblichen literarischen Produktion und Rezeption.	konservativ	anthropic/claude-3.5-haiku	1
100	progressiv	Der Text zeigt eine fortschrittliche Perspektive auf Frauen und Familie in der Kaserne. Er betont die aktive Rolle von Unteroffiziersfrauen, deren Bildungsbestrebungen für ihre Kinder und deren wirtschaftliche Tüchtigkeit. Der Autor beschreibt Frauen als selbstständige, kompetente Persönlichkeiten, nicht als reine Hausfrauen.	neutral	anthropic/claude-3.5-haiku	1
101	konservativ	Der Text vertritt eine stark konservative Haltung gegenüber Geschlechterfragen. Er kritisiert die Frauenbewegung und argumentiert, dass Frauen primär Mütter sein und zu Hause bleiben sollten. Die Erwerbstätigkeit von Frauen wird als Gefahr für die 'Rassenzucht' und Fortpflanzung dargestellt.	anderes Thema	anthropic/claude-3.5-haiku	1
102	progressiv	Der Artikel befürwortet explizit die Einstellung von Frauen als Armenpflegerinnen mit gleichberechtigter Stimme in städtischen Verwaltungen. Er argumentiert für die professionelle Kompetenz von Frauen und deren besondere Eignung in der Sozialarbeit, was für die damalige Zeit eine fortschrittliche Haltung darstellt.	progressiv	anthropic/claude-3.5-haiku	1
103	progressiv	Der Text beschreibt detailliert die Fortschritte der Frauenbewegung in Deutschland, befürwortet Frauenbildung, Erwerbsmöglichkeiten für Frauen und deren gesellschaftliche Teilhabe. Er argumentiert, dass Frauen aufgrund industrieller Veränderungen neue berufliche Wege gehen müssen und unterstützt explizit die Gleichberechtigung von Frauen in Bildung, Beruf und Gesellschaft.	progressiv	anthropic/claude-3.5-haiku	1
104	progressiv	Der Artikel beschreibt die Basken als ein Volk mit fortschrittlichen Geschlechterbeziehungen, in denen Frauen gleichberechtigt sind, Erbrecht und politische Macht besitzen. Er stellt dies als positives Beispiel für eine 'gelöste Frauenfrage' dar und zeigt Sympathie für Gleichberechtigung.	konservativ	anthropic/claude-3.5-haiku	1
105	progressiv	Der Text über Arbeiterinnen von Elisabeth Gnauck-Kühne zeigt eine progressive Haltung, indem er sich für Arbeiterschutzgesetze, gewerkschaftliche Organisation von Frauen und die Verbesserung der Arbeitsbedingungen von Frauen einsetzt. Er erkennt die Herausforderungen von Erwerbsarbeit für Frauen an und plädiert für sozialen Schutz und Unterstützung.	falsch	anthropic/claude-3.5-haiku	1
